SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1, TCP_T_2,Label
651,8/14/2022,50:25.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,2.84E-03,-8.75E-04,-8.58E-01,3.90E-01,4.68E-01,-6.74E-04,-2.73E+00,-1.55E+00,-1.98E+00,2.20E+00,-1.78E+00,-1.14E+00,2.94E-01,2.93E-01,-6.29E-01,-8.91E-01,-1.62E-01,2.30E-02,-2.50E+00,1.71E+00,1.94E+00,-2.70E-02,1.11E-01,4.59E-02,Normal
652,8/14/2022,50:25.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,2.07E-04,-1.58E-04,-7.00E-02,2.05E-02,4.94E-02,-8.11E-05,-2.73E+00,-1.55E+00,-2.43E+00,2.40E+00,-1.53E+00,-1.14E+00,2.93E-02,-5.34E-02,-6.11E-01,-1.49E+00,-1.48E+00,-3.39E-01,-1.02E+00,1.56E+00,1.17E+00,2.19E-03,9.58E-02,4.53E-02,Normal
653,8/14/2022,50:26.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-3.14E-04,2.38E-04,1.06E-01,-3.11E-02,-7.48E-02,1.23E-04,-2.73E+00,-1.55E+00,-2.37E+00,2.38E+00,-1.57E+00,-1.14E+00,-1.59E-01,1.34E-01,5.50E-02,-2.84E+00,-3.60E+00,-1.51E-01,-1.24E+00,1.11E+00,1.46E-01,6.24E-02,4.04E-02,-6.29E-02,Normal
654,8/14/2022,50:26.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-2.58E-03,-5.61E-05,7.63E-01,-4.82E-01,-2.81E-01,2.66E-04,-2.73E+00,-1.55E+00,-1.96E+00,2.19E+00,-1.79E+00,-1.14E+00,-1.87E-02,2.67E-01,6.36E-02,-3.24E+00,-1.85E+00,1.83E-01,-9.69E-02,-1.28E+00,8.21E-01,-5.42E-02,-2.80E-02,-2.13E-01,Normal
655,8/14/2022,50:27.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-1.64E-03,-8.84E-04,5.60E-01,-5.33E-01,-2.71E-02,-1.80E-04,-2.73E+00,-1.55E+00,-1.78E+00,2.06E+00,-1.84E+00,-1.14E+00,-9.13E-02,1.07E-01,-3.65E-02,-3.11E+00,-1.88E+00,2.20E-01,-5.82E-01,-6.95E-01,6.68E-01,-4.45E-02,-1.77E-02,-2.19E-01,Normal
656,8/14/2022,50:27.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-7.64E-01,-2.35E-02,4.42E-02,1.30E-01,-1.77E-01,-9.98E-02,-2.73E+00,-1.55E+00,-1.55E+00,1.85E+00,-1.89E+00,-1.15E+00,-5.12E-01,-2.39E-01,-1.72E-01,-1.37E+00,-2.34E+00,-9.29E-01,-8.60E-01,-6.65E-01,2.03E-01,-9.72E-03,-2.17E-02,-2.42E-01,Normal
657,8/14/2022,50:28.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.19E+00,-2.86E-02,8.47E-02,1.84E-01,-2.89E-01,-1.94E-01,-3.43E+00,-1.57E+00,-1.50E+00,1.97E+00,-2.03E+00,-1.24E+00,-4.02E-01,-3.23E-01,-5.38E-02,-1.45E+00,-1.26E+00,-9.94E-01,-8.28E-01,-7.57E-01,-4.54E-01,-2.12E-02,-1.65E-02,-2.42E-01,Normal
658,8/14/2022,50:28.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.34E+00,9.39E-04,1.46E-01,1.48E-01,-3.30E-01,-3.36E-01,-4.06E+00,-1.57E+00,-1.44E+00,2.05E+00,-2.19E+00,-1.37E+00,-4.36E-01,-3.06E-01,2.17E-01,-1.24E+00,-7.39E-01,-1.00E+00,2.17E+00,-7.11E-01,-6.05E-01,-6.68E-03,-5.67E-02,-2.98E-01,Normal
659,8/14/2022,50:29.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,-4.57E-01,9.81E-03,6.66E-02,3.18E-02,-1.07E-01,-1.59E-01,-4.69E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.56E+00,3.36E-02,1.91E-01,-7.10E-02,-1.56E+00,3.86E-01,-2.01E-01,2.84E+00,-1.00E+00,1.36E-01,2.12E-02,-6.99E-02,-3.11E-01,Normal
660,8/14/2022,50:29.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.44E-02,1.53E-01,-3.09E-02,-1.55E+00,5.41E-01,-3.35E-01,2.56E+00,-9.74E-01,-5.20E-01,4.23E-02,-6.93E-02,-2.98E-01,Normal
661,8/14/2022,50:30.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.87E+00,-3.72E-02,-3.40E-01,9.22E-02,2.62E-01,8.73E-01,-4.11E+00,-1.58E+00,-1.47E+00,2.13E+00,-2.26E+00,-1.29E+00,4.06E-01,-3.88E-01,-6.57E-01,-1.77E+00,1.53E+00,1.41E+00,-1.30E+00,1.06E+00,-7.36E-01,1.15E-01,4.91E-02,2.51E-01,Normal
662,8/14/2022,50:30.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.56E+00,-3.74E-03,-3.47E-01,-3.96E-02,4.13E-01,5.54E-01,-3.68E+00,-1.58E+00,-1.56E+00,2.14E+00,-2.18E+00,-1.11E+00,4.24E-01,-2.83E-01,-7.36E-01,-2.91E+00,6.70E-01,1.19E+00,-3.37E+00,6.85E-01,-1.69E-01,1.09E-01,8.04E-02,3.12E-01,Normal
663,8/14/2022,50:31.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.38E+00,1.20E-02,-2.88E-01,-1.41E-01,4.44E-01,3.76E-01,-2.91E+00,-1.58E+00,-1.73E+00,2.12E+00,-1.97E+00,-8.34E-01,3.92E-01,2.37E-01,-6.95E-01,-2.73E+00,4.47E-01,1.20E+00,-2.53E+00,9.47E-01,-4.03E-01,1.24E-01,1.48E-01,3.14E-01,Normal
664,8/14/2022,50:31.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.19E+00,1.50E-02,-2.02E-01,-2.03E-01,4.09E-01,2.59E-01,-2.22E+00,-1.58E+00,-1.93E+00,2.00E+00,-1.64E+00,-5.73E-01,3.85E-01,3.57E-01,-5.56E-01,-2.65E+00,-7.35E-01,1.12E+00,-3.58E-01,-1.79E+00,1.63E+00,6.75E-02,-5.27E-02,2.61E-01,Normal
665,8/14/2022,50:32.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.14E+00,1.34E-02,-1.42E-01,-2.61E-01,3.98E-01,2.07E-01,-1.33E+00,-1.57E+00,-2.01E+00,1.88E+00,-1.45E+00,-4.64E-01,3.68E-01,3.36E-01,-6.37E-01,-2.71E+00,-1.81E+00,9.16E-01,6.93E-01,-5.09E-01,-1.28E+00,1.10E-01,4.67E-02,2.32E-01,Normal
666,8/14/2022,50:32.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.09E+00,4.59E-03,-4.43E-02,-3.51E-01,3.81E-01,1.52E-01,-7.85E-01,-1.56E+00,-2.05E+00,1.72E+00,-1.25E+00,-3.79E-01,4.12E-01,2.61E-01,-4.07E-01,-2.78E+00,-2.27E+00,8.74E-01,-1.00E+00,1.93E-01,3.27E-02,6.53E-02,-5.43E-02,2.63E-01,Normal
667,8/14/2022,50:33.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,3.52E-01,-2.29E-03,-2.88E-01,-6.07E-02,3.43E-01,4.15E-02,-3.43E-01,-1.56E+00,-2.09E+00,1.57E+00,-1.07E+00,-3.19E-01,4.14E-02,-3.77E-02,-7.96E-01,-1.96E+00,-3.07E+00,5.47E-01,-2.02E+00,1.17E+00,-3.68E+00,9.29E-02,7.29E-02,2.84E-01,Normal
668,8/14/2022,50:33.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,5.48E-03,-1.04E-04,-5.07E-02,1.73E-02,3.34E-02,8.50E-04,-3.16E-01,-1.56E+00,-2.12E+00,1.57E+00,-1.03E+00,-3.16E-01,-1.21E-02,1.87E-02,-3.97E-01,-1.96E+00,-3.29E+00,3.45E-01,-2.11E+00,-4.40E-01,1.93E-01,6.39E-02,-5.35E-02,2.67E-01,Normal
669,8/14/2022,50:34.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,2.19E-03,-4.43E-05,-2.01E-02,6.33E-03,1.38E-02,3.40E-04,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,7.86E-02,-1.16E-02,-1.80E-01,-1.23E+00,-4.38E+00,5.45E-01,-2.35E+00,2.20E-01,-3.13E-02,5.61E-02,-3.76E-02,2.63E-01,Normal
670,8/14/2022,50:34.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,-2.47E-03,4.96E-05,2.26E-02,-7.17E-03,-1.54E-02,-3.82E-04,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,-1.37E-01,1.03E-01,-3.24E-01,-2.10E+00,-5.56E+00,3.90E-01,-5.05E+00,-1.84E+00,-2.03E+00,-1.33E-01,1.47E-01,-1.11E-01,Normal
671,8/14/2022,50:35.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,-3.65E-03,6.93E-05,3.38E-02,-1.16E-02,-2.22E-02,-5.66E-04,-3.15E-01,-1.56E+00,-2.13E+00,1.57E+00,-1.03E+00,-3.16E-01,-1.89E-01,2.20E-01,-3.18E-01,-2.47E+00,-5.35E+00,-2.75E-01,-4.79E+00,-1.71E+00,-1.71E+00,-1.51E-01,1.15E-01,-2.37E-01,Normal
672,8/14/2022,50:35.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,-3.26E-02,6.39E-04,8.39E-02,3.42E-03,-8.66E-02,-6.28E-03,-3.20E-01,-1.56E+00,-2.11E+00,1.57E+00,-1.04E+00,-3.17E-01,-3.27E-01,9.33E-02,-7.07E-02,-2.00E+00,-5.85E+00,-5.18E-01,-5.39E+00,-2.27E+00,-9.18E-01,-1.50E-01,9.47E-02,-2.50E-01,Normal
673,8/14/2022,50:36.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.43E-02,8.67E-03,-1.76E-01,5.27E-01,-3.48E-01,2.20E-02,-3.33E-01,-1.56E+00,-2.10E+00,1.71E+00,-1.19E+00,-3.16E-01,2.46E-01,3.73E-01,-6.74E-01,-8.19E-01,-5.11E+00,6.98E-01,-4.36E+00,-8.28E-01,-5.29E+00,-5.55E-02,3.06E-01,-6.28E-02,Normal
674,8/14/2022,50:36.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,4.28E-02,8.25E-03,-8.96E-02,4.37E-01,-3.46E-01,3.22E-02,-3.14E-01,-1.56E+00,-2.16E+00,1.94E+00,-1.36E+00,-3.02E-01,2.71E-01,2.79E-01,-7.57E-01,-9.89E-01,-3.96E+00,5.52E-01,-4.78E+00,-2.56E+00,-1.28E+00,-2.01E-01,8.54E-02,-1.93E-02,Normal
675,8/14/2022,50:37.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,5.13E-02,7.54E-03,-1.32E-02,3.58E-01,-3.44E-01,4.19E-02,-2.90E-01,-1.55E+00,-2.19E+00,2.14E+00,-1.54E+00,-2.83E-01,3.33E-01,2.06E-01,-4.70E-01,-9.60E-01,-3.13E+00,6.35E-01,-4.14E+00,-1.60E+00,-2.61E+00,-9.91E-02,1.95E-01,-2.42E-02,Normal
676,8/14/2022,50:37.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.16E-01,1.17E-02,1.40E-01,4.84E-01,-6.23E-01,1.02E-01,-2.50E-01,-1.55E+00,-2.16E+00,2.35E+00,-1.77E+00,-2.48E-01,2.52E-01,-1.81E-02,-2.26E-01,-1.22E+00,-1.28E+00,6.92E-01,-4.68E+00,-2.00E+00,-1.55E+00,-1.88E-01,1.16E-01,-1.72E-02,Normal
677,8/14/2022,50:38.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,7.50E-02,-3.54E-02,-4.59E-01,1.83E-01,2.68E-01,6.83E-02,-2.13E-01,-1.56E+00,-2.29E+00,2.45E+00,-1.74E+00,-2.15E-01,7.87E-02,-2.67E-01,-5.29E-01,-1.14E+00,-5.55E-01,5.23E-01,-4.44E+00,-2.66E+00,-1.45E-01,-2.02E-01,4.86E-02,-2.67E-02,Normal
678,8/14/2022,50:38.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,4.47E-03,-1.83E-03,-8.10E-02,3.00E-02,5.08E-02,3.86E-03,-2.10E-01,-1.56E+00,-2.31E+00,2.46E+00,-1.73E+00,-2.13E-01,2.93E-01,-3.07E-01,-5.69E-01,-1.25E+00,-5.75E-01,6.13E-01,-4.64E+00,-1.68E+00,-1.70E+00,-1.66E-01,1.19E-01,-2.19E-02,Normal
679,8/14/2022,50:39.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,1.76E-03,-7.30E-04,-3.26E-02,1.13E-02,2.12E-02,1.52E-03,-2.09E-01,-1.56E+00,-2.34E+00,2.47E+00,-1.71E+00,-2.12E-01,1.38E-01,-1.81E-01,-7.07E-01,-8.72E-01,-4.96E-01,7.94E-01,-4.18E+00,-1.45E+00,-2.94E+00,-1.51E-01,1.88E-01,-3.00E-02,Normal
680,8/14/2022,50:39.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.08E-01,-1.56E+00,-2.35E+00,2.47E+00,-1.70E+00,-2.11E-01,1.45E-01,-5.61E-02,-2.45E-01,-1.97E+00,-2.35E+00,5.79E-01,-3.75E-01,6.22E-01,-1.02E+00,-9.24E-04,1.43E-02,3.23E-03,Normal
681,8/14/2022,50:40.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.24E-03,2.50E-04,2.16E-01,-8.85E-02,-1.27E-01,-3.35E-04,-2.13E-01,-1.56E+00,-2.23E+00,2.43E+00,-1.78E+00,-2.12E-01,-5.83E-01,8.10E-02,-7.78E-02,-2.45E+00,-2.00E+00,-4.56E-01,-8.10E-01,9.74E-02,1.32E-01,-2.40E-02,-6.58E-03,-2.27E-01,Normal
682,8/14/2022,50:40.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.16E+00,-4.18E-03,2.81E-01,-1.17E-01,-1.48E-01,-1.63E-01,-6.89E-01,-1.56E+00,-2.12E+00,2.39E+00,-1.85E+00,-2.80E-01,-3.31E-01,-1.54E-01,-1.26E-01,-2.16E+00,-1.50E+00,-9.85E-01,7.99E-01,-9.11E-01,2.02E+00,-7.74E-02,-1.20E-01,-2.49E-01,Normal
683,8/14/2022,50:41.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.15E+00,-1.29E-02,2.48E-01,-1.37E-01,-1.02E-01,-1.54E-01,-1.27E+00,-1.57E+00,-1.98E+00,2.32E+00,-1.91E+00,-3.59E-01,-3.71E-01,-1.23E-01,2.03E-01,-2.71E+00,-1.36E+00,-9.37E-01,2.96E+00,-1.41E+00,1.84E+00,-2.46E-02,-1.38E-01,-2.73E-01,Normal
684,8/14/2022,50:41.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.15E+00,-1.65E-02,2.19E-01,-1.49E-01,-6.91E-02,-1.48E-01,-1.84E+00,-1.58E+00,-1.87E+00,2.25E+00,-1.95E+00,-4.34E-01,-3.62E-01,-2.50E-01,-3.36E-02,-2.58E+00,-1.20E+00,-8.99E-01,2.55E+00,-5.61E-01,1.12E+00,3.94E-02,-6.06E-02,-2.71E-01,Normal
685,8/14/2022,50:42.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.15E+00,-1.57E-02,1.95E-01,-1.57E-01,-4.54E-02,-1.45E-01,-2.13E+00,-1.58E+00,-1.82E+00,2.21E+00,-1.96E+00,-4.71E-01,-3.85E-01,-3.56E-01,1.64E-01,-2.81E+00,-1.32E+00,-7.87E-01,1.63E+00,-5.71E-01,-6.91E-03,5.29E-02,-2.33E-02,-2.39E-01,Normal
686,8/14/2022,50:42.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.15E+00,-7.09E-03,1.65E-01,-1.68E-01,-1.35E-02,-1.45E-01,-2.99E+00,-1.59E+00,-1.68E+00,2.09E+00,-1.99E+00,-5.80E-01,-3.16E-01,-1.91E-01,-2.21E-01,-3.03E+00,-1.13E+00,-6.92E-01,-1.14E+00,5.83E-01,4.29E-01,5.95E-02,1.61E-02,-1.82E-01,Normal
687,8/14/2022,50:43.3,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.64E+00,1.77E-02,2.20E-01,2.59E-01,-5.08E-01,-7.68E-01,-3.70E+00,-1.59E+00,-1.53E+00,2.00E+00,-2.06E+00,-7.90E-01,-6.43E-01,2.43E-01,1.28E-01,-1.49E+00,-2.23E+00,-2.99E+00,6.91E-01,6.55E-01,9.17E-02,1.24E-01,-3.86E-02,-2.57E-01,Normal
688,8/14/2022,50:43.8,1,1,1.00E+00,0,2,0,1,0,0,0,1,-1.20E+00,3.39E-02,2.52E-01,1.14E-01,-3.75E-01,-1.17E+00,-4.43E+00,-1.57E+00,-1.41E+00,2.09E+00,-2.28E+00,-1.29E+00,-3.81E-01,3.87E-02,-2.44E-01,-1.73E+00,-1.08E-01,-2.41E+00,1.59E+00,4.30E-01,-2.77E+00,1.25E-01,8.00E-02,-2.64E-01,Normal
689,8/14/2022,50:44.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,-2.46E-04,2.07E-04,-1.00E-04,-4.12E-04,-5.40E-06,7.29E-04,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.82E-01,2.13E-01,3.88E-02,-1.31E+00,7.78E-01,-1.68E-01,2.20E+00,-1.04E+00,2.10E-01,7.08E-02,-3.98E-02,-2.70E-01,Normal
690,8/14/2022,50:44.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.35E+00,-2.33E-02,-2.64E-01,1.19E-01,1.54E-01,3.52E-01,-4.56E+00,-1.57E+00,-1.39E+00,2.12E+00,-2.33E+00,-1.53E+00,5.22E-01,-1.24E-01,-4.19E-01,-1.35E+00,1.75E+00,1.36E+00,-2.43E-01,3.58E-01,7.72E-01,-1.61E-05,-2.51E-02,2.52E-01,Normal
691,8/14/2022,50:45.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.28E+00,-1.24E-02,-2.65E-01,8.70E-02,1.97E-01,2.80E-01,-3.55E+00,-1.58E+00,-1.59E+00,2.20E+00,-2.21E+00,-1.27E+00,3.07E-01,-3.81E-01,-7.35E-01,-1.35E+00,1.12E+00,1.10E+00,-2.56E+00,1.83E+00,4.34E-01,9.95E-02,6.01E-02,3.01E-01,Normal
692,8/14/2022,50:45.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.23E+00,-1.09E-03,-2.65E-01,5.95E-02,2.25E-01,2.27E-01,-2.93E+00,-1.59E+00,-1.72E+00,2.24E+00,-2.10E+00,-1.15E+00,3.16E-01,-2.51E-01,-6.33E-01,-1.55E+00,5.41E-01,1.17E+00,-2.93E+00,1.08E+00,8.20E-01,1.35E-01,7.82E-02,3.28E-01,Normal
693,8/14/2022,50:46.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.19E+00,7.47E-03,-2.63E-01,3.63E-02,2.43E-01,1.90E-01,-2.33E+00,-1.58E+00,-1.85E+00,2.26E+00,-1.98E+00,-1.05E+00,3.55E-01,4.25E-02,-2.90E-01,-1.33E+00,5.61E-01,9.24E-01,-1.43E+00,-4.17E+00,2.19E+00,-2.89E-02,7.55E-03,3.24E-01,Normal
694,8/14/2022,50:46.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.15E+00,1.49E-02,-2.56E-01,1.15E-03,2.60E-01,1.47E-01,-1.75E+00,-1.58E+00,-1.98E+00,2.27E+00,-1.85E+00,-9.71E-01,3.36E-01,1.28E-01,-8.02E-01,-1.17E+00,9.35E-02,8.84E-01,2.65E-01,-2.18E-01,-1.33E+00,1.68E-01,4.61E-02,2.47E-01,Normal
695,8/14/2022,50:47.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.13E+00,1.41E-02,-2.45E-01,-2.55E-02,2.66E-01,1.26E-01,-1.18E+00,-1.57E+00,-2.11E+00,2.26E+00,-1.72E+00,-9.02E-01,3.51E-01,7.82E-02,-3.59E-01,-2.09E+00,-3.55E-01,9.54E-01,5.35E-01,-1.81E+00,9.55E-01,4.68E-02,-7.63E-02,2.32E-01,Normal
696,8/14/2022,50:47.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.40E-03,-5.10E-05,-1.47E-02,7.13E-03,7.62E-03,-1.51E-03,-8.67E-01,-1.57E+00,-2.18E+00,2.25E+00,-1.65E+00,-8.69E-01,7.00E-02,3.73E-02,-3.30E-01,-1.43E+00,-1.05E+00,-2.93E-01,-3.81E-01,-4.29E-01,-5.47E-01,6.52E-02,-3.55E-02,2.31E-01,Normal
697,8/14/2022,50:48.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.37E-02,-5.25E-04,-1.46E-01,6.72E-02,7.91E-02,-1.48E-02,-8.68E-01,-1.57E+00,-2.19E+00,2.26E+00,-1.64E+00,-8.71E-01,-1.70E-01,-9.46E-02,-5.00E-01,-9.74E-01,-6.94E-01,-5.76E-01,-6.75E-01,-3.33E-01,-3.88E-01,3.76E-02,-6.08E-02,-1.42E-03,Normal
698,8/14/2022,50:48.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.09E-02,-5.00E-04,-1.22E-01,4.54E-02,7.64E-02,-1.17E-02,-8.77E-01,-1.57E+00,-2.29E+00,2.30E+00,-1.58E+00,-8.84E-01,-6.42E-02,-1.05E-01,-2.68E-01,-9.77E-01,-1.29E+00,-5.89E-01,-9.09E-01,-1.96E-01,-2.22E-01,3.67E-02,-6.62E-02,6.97E-03,Normal
699,8/14/2022,50:49.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.83E-01,-1.57E+00,-2.35E+00,2.33E+00,-1.54E+00,-8.86E-01,-3.07E-01,-6.76E-02,-4.73E-01,-1.17E+00,-1.26E+00,-6.25E-01,-4.71E-01,2.29E-01,-5.20E-01,3.70E-02,-5.70E-02,1.40E-02,Normal
700,8/14/2022,50:49.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,2.43E-03,1.15E-04,2.74E-02,-9.85E-03,-1.75E-02,2.62E-03,-8.82E-01,-1.57E+00,-2.35E+00,2.32E+00,-1.55E+00,-8.86E-01,-3.29E-02,7.24E-02,-2.99E-01,-2.35E+00,-2.98E+00,3.16E-01,-9.32E+00,-5.35E+00,3.31E+00,-4.33E-01,-2.59E-01,7.60E-02,Normal
701,8/14/2022,50:50.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,8.58E-03,3.92E-04,9.59E-02,-3.61E-02,-5.98E-02,9.26E-03,-8.81E-01,-1.57E+00,-2.33E+00,2.32E+00,-1.56E+00,-8.84E-01,3.12E-01,1.21E-01,-3.55E-01,-2.29E+00,-2.84E+00,6.91E-01,-8.76E+00,-4.88E+00,3.70E+00,-4.88E-01,-3.34E-01,1.89E-01,Normal
702,8/14/2022,50:50.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.29E-02,5.15E-04,1.39E-01,-6.15E-02,-7.80E-02,1.40E-02,-8.72E-01,-1.57E+00,-2.23E+00,2.28E+00,-1.62E+00,-8.74E-01,2.35E-01,2.09E-02,-2.14E-01,-2.52E+00,-2.63E+00,5.28E-01,-8.21E+00,-4.23E+00,3.08E+00,-4.61E-01,-2.97E-01,1.84E-01,Normal
703,8/14/2022,50:51.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,5.19E-03,1.91E-04,5.47E-02,-2.61E-02,-2.86E-02,5.59E-03,-8.68E-01,-1.57E+00,-2.18E+00,2.26E+00,-1.64E+00,-8.70E-01,3.51E-01,2.80E-02,-7.83E-03,-2.39E+00,-2.44E+00,6.11E-01,-8.10E+00,-5.16E+00,3.83E+00,-4.92E-01,-3.25E-01,1.81E-01,Normal
704,8/14/2022,50:51.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,2.60E-01,2.73E-03,-1.70E-02,-1.53E-01,1.67E-01,2.68E-01,-8.67E-01,-1.57E+00,-2.18E+00,2.25E+00,-1.65E+00,-8.69E-01,1.59E-01,4.85E-02,-2.66E-01,-2.58E+00,-5.93E-01,1.74E+00,-8.25E+00,-3.87E+00,5.92E+00,-3.81E-01,-4.45E-01,1.77E-01,Normal
705,8/14/2022,50:52.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,3.63E-01,2.80E-03,1.81E-02,-3.31E-01,3.07E-01,3.76E-01,-6.28E-01,-1.56E+00,-2.17E+00,2.07E+00,-1.46E+00,-6.22E-01,3.54E-01,2.71E-01,-4.23E-01,-2.93E+00,-1.70E+00,1.14E+00,-9.94E+00,-6.04E+00,3.86E+00,-5.28E-01,-2.77E-01,2.34E-01,Normal
706,8/14/2022,50:52.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,2.58E-01,5.42E-04,9.99E-02,-4.29E-01,3.21E-01,2.71E-01,-4.81E-01,-1.56E+00,-2.14E+00,1.87E+00,-1.31E+00,-4.69E-01,5.08E-02,1.22E-01,-1.31E-01,-2.87E+00,-2.28E+00,1.01E+00,-9.31E+00,-5.42E+00,2.14E+00,-4.69E-01,-2.22E-01,2.33E-01,Normal
707,8/14/2022,50:53.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.98E-01,-7.02E-04,1.66E-01,-5.12E-01,3.39E-01,2.12E-01,-3.67E-01,-1.56E+00,-2.07E+00,1.63E+00,-1.14E+00,-3.48E-01,2.87E-01,-1.90E-02,-2.00E-01,-3.18E+00,-3.02E+00,1.13E+00,-1.02E+01,-3.97E+00,1.54E+00,-3.67E-01,-1.57E-01,2.30E-01,Normal
708,8/14/2022,50:53.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,5.96E-02,-1.09E-03,-1.60E-01,7.89E-03,1.51E-01,1.17E-02,-3.32E-01,-1.56E+00,-2.08E+00,1.57E+00,-1.07E+00,-3.20E-01,3.42E-01,-4.77E-02,-8.81E-01,-1.65E+00,-3.11E+00,6.21E-01,-8.89E+00,-5.80E+00,3.58E+00,-4.64E-01,-2.44E-01,2.39E-01,Normal
709,8/14/2022,50:54.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.02E-03,-2.01E-05,-2.61E-03,-1.35E-04,2.73E-03,1.96E-04,-3.16E-01,-1.56E+00,-2.12E+00,1.57E+00,-1.03E+00,-3.16E-01,1.17E-01,1.57E-02,-3.65E-01,-1.71E+00,-3.58E+00,4.85E-01,-1.00E+01,-5.46E+00,3.50E+00,-4.96E-01,-2.69E-01,2.58E-01,Normal
710,8/14/2022,50:54.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,4.54E-03,-8.98E-05,-4.18E-02,1.35E-02,2.82E-02,7.04E-04,-3.14E-01,-1.56E+00,-2.14E+00,1.57E+00,-1.02E+00,-3.16E-01,2.72E-01,-3.23E-04,-7.52E-01,-1.36E+00,-3.79E+00,5.80E-01,-9.76E+00,-6.11E+00,4.15E+00,-5.24E-01,-2.78E-01,2.44E-01,Normal
